id,name,quantity,price,date,category
36,Product_36,39.0,30.04,2023-01-02 11:00:00,Category_5
37,Product_37,39.0,24.27,2023-01-02 12:00:00,Category_5
38,Product_38,24.0,96.83,2023-01-02 13:00:00,Category_1
39,Product_39,98.0,7.03,2023-01-02 14:00:00,Category_1
40,Product_40,83.0,48.13,2023-01-02 15:00:00,Category_2
41,Product_41,85.0,45.71,2023-01-02 16:00:00,Category_2
42,Product_42,5.0,81.64,2023-01-02 17:00:00,Category_1
43,Product_43,89.0,13.09,2023-01-02 18:00:00,Category_2
44,Product_44,92.0,73.54,2023-01-02 19:00:00,Category_5
45,Product_45,9.0,44.87,2023-01-02 20:00:00,Category_4
46,Product_46,24.0,97.74,2023-01-02 21:00:00,Category_2
47,Product_47,72.0,85.91,2023-01-02 22:00:00,Category_3
48,Product_48,64.0,5.19,2023-01-02 23:00:00,Category_5
49,Product_49,91.0,59.87,2023-01-03 00:00:00,Category_5
50,Product_50,,9.73,2023-01-03 01:00:00,Category_1
51,Product_51,85.0,12.48,2023-01-03 02:00:00,Category_1
52,Product_52,83.0,59.21,2023-01-03 03:00:00,Category_1
53,Product_53,30.0,22.02,2023-01-03 04:00:00,Category_5
54,Product_54,60.0,81.86,2023-01-03 05:00:00,Category_2
55,Product_55,18.0,16.43,2023-01-03 06:00:00,Category_1
56,Product_56,94.0,57.15,2023-01-03 07:00:00,Category_4
57,Product_57,52.0,58.96,2023-01-03 08:00:00,Category_4
58,Product_58,33.0,21.73,2023-01-03 09:00:00,Category_5
59,Product_59,2.0,99.51,2023-01-03 10:00:00,Category_2
60,Product_60,71.0,21.63,2023-01-03 11:00:00,Category_1
61,Product_61,93.0,47.71,2023-01-03 12:00:00,Category_1
62,Product_62,78.0,10.49,2023-01-03 13:00:00,Category_4
63,Product_63,95.0,42.89,2023-01-03 14:00:00,Category_4
64,Product_64,52.0,86.27,2023-01-03 15:00:00,Category_3
65,Product_65,86.0,32.15,2023-01-03 16:00:00,Category_1
66,Product_66,26.0,47.43,2023-01-03 17:00:00,Category_1
67,Product_67,97.0,42.73,2023-01-03 18:00:00,Category_5
68,Product_68,73.0,8.27,2023-01-03 19:00:00,Category_1
69,Product_69,64.0,88.12,2023-01-03 20:00:00,Category_3
70,Product_70,68.0,83.04,2023-01-03 21:00:00,Category_4
71,Product_71,64.0,51.44,2023-01-03 22:00:00,Category_5
72,Product_72,88.0,6.82,2023-01-03 23:00:00,Category_3
73,Product_73,39.0,54.14,2023-01-04 00:00:00,Category_1
74,Product_74,45.0,8.13,2023-01-04 01:00:00,Category_4
75,Product_75,10.0,25.87,2023-01-04 02:00:00,Category_4
76,Product_76,70.0,18.2,2023-01-04 03:00:00,Category_1
77,Product_77,88.0,48.61,2023-01-04 04:00:00,Category_2
78,Product_78,25.0,40.75,2023-01-04 05:00:00,Category_2
79,Product_79,54.0,20.41,2023-01-04 06:00:00,Category_4
80,Product_80,30.0,10.15,2023-01-04 07:00:00,Category_4
81,Product_81,43.0,38.21,2023-01-04 08:00:00,Category_3
82,Product_82,34.0,46.12,2023-01-04 09:00:00,Category_1
83,Product_83,47.0,31.39,2023-01-04 10:00:00,Category_2
84,Product_84,79.0,10.16,2023-01-04 11:00:00,Category_5
85,Product_85,60.0,67.41,2023-01-04 12:00:00,Category_2
86,Product_86,78.0,8.27,2023-01-04 13:00:00,Category_1
87,Product_87,76.0,55.59,2023-01-04 14:00:00,Category_4
88,Product_88,18.0,41.89,2023-01-04 15:00:00,Category_1
89,Product_89,7.0,52.36,2023-01-04 16:00:00,Category_2
90,Product_90,29.0,27.76,2023-01-04 17:00:00,Category_3
91,Product_91,68.0,99.6,2023-01-04 18:00:00,Category_4
92,Product_92,35.0,51.83,2023-01-04 19:00:00,Category_1
93,Product_93,11.0,46.38,2023-01-04 20:00:00,Category_5
94,Product_94,35.0,26.27,2023-01-04 21:00:00,Category_3
95,Product_95,5.0,91.16,2023-01-04 22:00:00,Category_1
96,Product_96,97.0,21.73,2023-01-04 23:00:00,Category_5
97,Product_97,88.0,94.21,2023-01-05 00:00:00,Category_1
98,Product_98,29.0,54.98,2023-01-05 01:00:00,Category_2
99,Product_99,53.0,26.14,2023-01-05 02:00:00,Category_1
100,Product_100,,54.04,2023-01-05 03:00:00,Category_1
101,Product_101,20.0,30.0,2023-01-05 04:00:00,Category_3
102,Product_102,4.0,95.33,2023-01-05 05:00:00,Category_4
103,Product_103,21.0,33.64,2023-01-05 06:00:00,Category_4
104,Product_104,54.0,10.0,2023-01-05 07:00:00,Category_2
105,Product_105,64.0,84.33,2023-01-05 08:00:00,Category_5
106,Product_106,61.0,69.9,2023-01-05 09:00:00,Category_2
107,Product_107,74.0,40.32,2023-01-05 10:00:00,Category_4
108,Product_108,67.0,24.55,2023-01-05 11:00:00,Category_2
109,Product_109,83.0,57.18,2023-01-05 12:00:00,Category_4
110,Product_110,85.0,12.06,2023-01-05 13:00:00,Category_3
111,Product_111,39.0,64.46,2023-01-05 14:00:00,Category_2
112,Product_112,37.0,60.22,2023-01-05 15:00:00,Category_4
113,Product_113,25.0,96.12,2023-01-05 16:00:00,Category_1
114,Product_114,11.0,56.0,2023-01-05 17:00:00,Category_1
115,Product_115,11.0,86.99,2023-01-05 18:00:00,Category_1
116,Product_116,92.0,20.74,2023-01-05 19:00:00,Category_1
117,Product_117,36.0,8.22,2023-01-05 20:00:00,Category_1
118,Product_118,81.0,14.98,2023-01-05 21:00:00,Category_2
119,Product_119,46.0,95.46,2023-01-05 22:00:00,Category_4
120,Product_120,92.0,66.34,2023-01-05 23:00:00,Category_4
121,Product_121,48.0,45.67,2023-01-06 00:00:00,Category_3
122,Product_122,50.0,73.01,2023-01-06 01:00:00,Category_5
123,Product_123,72.0,54.06,2023-01-06 02:00:00,Category_5
124,Product_124,33.0,33.68,2023-01-06 03:00:00,Category_4
125,Product_125,61.0,50.72,2023-01-06 04:00:00,Category_2
126,Product_126,63.0,57.17,2023-01-06 05:00:00,Category_5
127,Product_127,96.0,68.0,2023-01-06 06:00:00,Category_5
128,Product_128,44.0,5.39,2023-01-06 07:00:00,Category_4
129,Product_129,63.0,91.88,2023-01-06 08:00:00,Category_3
130,Product_130,60.0,66.08,2023-01-06 09:00:00,Category_2
131,Product_131,54.0,80.44,2023-01-06 10:00:00,Category_3
132,Product_132,83.0,41.22,2023-01-06 11:00:00,Category_5
133,Product_133,30.0,6.1,2023-01-06 12:00:00,Category_5
134,Product_134,24.0,95.32,2023-01-06 13:00:00,Category_2
135,Product_135,18.0,26.76,2023-01-06 14:00:00,Category_3
136,Product_136,38.0,77.76,2023-01-06 15:00:00,Category_1
137,Product_137,41.0,14.24,2023-01-06 16:00:00,Category_3
138,Product_138,14.0,34.65,2023-01-06 17:00:00,Category_5
139,Product_139,12.0,56.34,2023-01-06 18:00:00,Category_2
140,Product_140,68.0,20.48,2023-01-06 19:00:00,Category_5
141,Product_141,43.0,67.69,2023-01-06 20:00:00,Category_3
142,Product_142,7.0,53.13,2023-01-06 21:00:00,Category_1
143,Product_143,26.0,21.4,2023-01-06 22:00:00,Category_5
144,Product_144,58.0,50.07,2023-01-06 23:00:00,Category_4
145,Product_145,42.0,69.66,2023-01-07 00:00:00,Category_3
146,Product_146,77.0,81.16,2023-01-07 01:00:00,Category_3
147,Product_147,51.0,92.65,2023-01-07 02:00:00,Category_2
148,Product_148,50.0,11.32,2023-01-07 03:00:00,Category_3
149,Product_149,43.0,19.61,2023-01-07 04:00:00,Category_5
150,Product_150,,61.34,2023-01-07 05:00:00,Category_3
151,Product_151,24.0,41.45,2023-01-07 06:00:00,Category_4
152,Product_152,15.0,85.83,2023-01-07 07:00:00,Category_4
153,Product_153,89.0,77.54,2023-01-07 08:00:00,Category_4
154,Product_154,3.0,7.05,2023-01-07 09:00:00,Category_5
155,Product_155,8.0,36.82,2023-01-07 10:00:00,Category_4
156,Product_156,55.0,98.09,2023-01-07 11:00:00,Category_5
157,Product_157,51.0,92.24,2023-01-07 12:00:00,Category_3
158,Product_158,76.0,73.5,2023-01-07 13:00:00,Category_2
159,Product_159,28.0,46.01,2023-01-07 14:00:00,Category_2
160,Product_160,62.0,26.87,2023-01-07 15:00:00,Category_3
161,Product_161,8.0,5.24,2023-01-07 16:00:00,Category_4
162,Product_162,2.0,68.84,2023-01-07 17:00:00,Category_4
163,Product_163,54.0,77.11,2023-01-07 18:00:00,Category_5
164,Product_164,67.0,7.88,2023-01-07 19:00:00,Category_2
165,Product_165,24.0,92.16,2023-01-07 20:00:00,Category_1
166,Product_166,79.0,61.61,2023-01-07 21:00:00,Category_1
167,Product_167,83.0,39.81,2023-01-07 22:00:00,Category_1
168,Product_168,17.0,62.32,2023-01-07 23:00:00,Category_5
169,Product_169,54.0,75.8,2023-01-08 00:00:00,Category_3
170,Product_170,78.0,69.94,2023-01-08 01:00:00,Category_2
171,Product_171,69.0,54.15,2023-01-08 02:00:00,Category_1
172,Product_172,38.0,40.05,2023-01-08 03:00:00,Category_2
173,Product_173,96.0,81.05,2023-01-08 04:00:00,Category_1
174,Product_174,80.0,45.44,2023-01-08 05:00:00,Category_4
175,Product_175,8.0,59.06,2023-01-08 06:00:00,Category_5
176,Product_176,72.0,21.3,2023-01-08 07:00:00,Category_4
177,Product_177,27.0,55.33,2023-01-08 08:00:00,Category_2
178,Product_178,25.0,47.57,2023-01-08 09:00:00,Category_4
179,Product_179,34.0,54.48,2023-01-08 10:00:00,Category_2
180,Product_180,49.0,97.04,2023-01-08 11:00:00,Category_1
181,Product_181,33.0,12.36,2023-01-08 12:00:00,Category_1
182,Product_182,39.0,42.68,2023-01-08 13:00:00,Category_2
183,Product_183,44.0,65.38,2023-01-08 14:00:00,Category_1
184,Product_184,89.0,11.25,2023-01-08 15:00:00,Category_1
185,Product_185,70.0,19.73,2023-01-08 16:00:00,Category_1
186,Product_186,12.0,85.13,2023-01-08 17:00:00,Category_3
187,Product_187,75.0,86.21,2023-01-08 18:00:00,Category_3
188,Product_188,93.0,58.1,2023-01-08 19:00:00,Category_2
189,Product_189,52.0,49.58,2023-01-08 20:00:00,Category_1
190,Product_190,70.0,82.29,2023-01-08 21:00:00,Category_1
191,Product_191,98.0,89.5,2023-01-08 22:00:00,Category_2
192,Product_192,66.0,47.83,2023-01-08 23:00:00,Category_4
193,Product_193,85.0,73.48,2023-01-09 00:00:00,Category_4
194,Product_194,51.0,96.56,2023-01-09 01:00:00,Category_5
195,Product_195,68.0,94.72,2023-01-09 02:00:00,Category_1
196,Product_196,20.0,26.64,2023-01-09 03:00:00,Category_1
197,Product_197,98.0,15.68,2023-01-09 04:00:00,Category_1
198,Product_198,30.0,24.8,2023-01-09 05:00:00,Category_3
199,Product_199,20.0,54.6,2023-01-09 06:00:00,Category_5
200,Product_200,,83.05,2023-01-09 07:00:00,Category_4
201,Product_201,91.0,99.95,2023-01-09 08:00:00,Category_1
202,Product_202,6.0,97.29,2023-01-09 09:00:00,Category_2
203,Product_203,99.0,67.01,2023-01-09 10:00:00,Category_2
204,Product_204,85.0,5.53,2023-01-09 11:00:00,Category_2
205,Product_205,93.0,61.08,2023-01-09 12:00:00,Category_2
206,Product_206,43.0,74.32,2023-01-09 13:00:00,Category_1
207,Product_207,90.0,78.29,2023-01-09 14:00:00,Category_4
208,Product_208,32.0,81.22,2023-01-09 15:00:00,Category_1
209,Product_209,43.0,11.96,2023-01-09 16:00:00,Category_4
210,Product_210,35.0,83.17,2023-01-09 17:00:00,Category_1
211,Product_211,61.0,56.68,2023-01-09 18:00:00,Category_5
212,Product_212,79.0,58.73,2023-01-09 19:00:00,Category_4
213,Product_213,53.0,88.3,2023-01-09 20:00:00,Category_4
214,Product_214,34.0,14.14,2023-01-09 21:00:00,Category_5
215,Product_215,34.0,64.61,2023-01-09 22:00:00,Category_1
216,Product_216,38.0,48.07,2023-01-09 23:00:00,Category_5
217,Product_217,8.0,29.25,2023-01-10 00:00:00,Category_5
218,Product_218,58.0,30.78,2023-01-10 01:00:00,Category_1
219,Product_219,30.0,83.84,2023-01-10 02:00:00,Category_5
220,Product_220,87.0,52.48,2023-01-10 03:00:00,Category_5
221,Product_221,92.0,73.72,2023-01-10 04:00:00,Category_1
222,Product_222,14.0,38.57,2023-01-10 05:00:00,Category_1
223,Product_223,96.0,90.08,2023-01-10 06:00:00,Category_3
224,Product_224,65.0,53.52,2023-01-10 07:00:00,Category_5
225,Product_225,41.0,33.13,2023-01-10 08:00:00,Category_2
226,Product_226,72.0,27.14,2023-01-10 09:00:00,Category_3
227,Product_227,24.0,99.88,2023-01-10 10:00:00,Category_1
228,Product_228,51.0,73.03,2023-01-10 11:00:00,Category_1
229,Product_229,98.0,95.07,2023-01-10 12:00:00,Category_1
230,Product_230,84.0,30.33,2023-01-10 13:00:00,Category_3
231,Product_231,98.0,95.09,2023-01-10 14:00:00,Category_2
232,Product_232,33.0,77.26,2023-01-10 15:00:00,Category_4
233,Product_233,56.0,45.73,2023-01-10 16:00:00,Category_5
234,Product_234,17.0,39.86,2023-01-10 17:00:00,Category_3
235,Product_235,15.0,68.88,2023-01-10 18:00:00,Category_1
236,Product_236,30.0,16.14,2023-01-10 19:00:00,Category_5
237,Product_237,8.0,60.82,2023-01-10 20:00:00,Category_3
238,Product_238,5.0,74.13,2023-01-10 21:00:00,Category_3
239,Product_239,97.0,8.72,2023-01-10 22:00:00,Category_5
240,Product_240,94.0,19.25,2023-01-10 23:00:00,Category_3
241,Product_241,14.0,52.62,2023-01-11 00:00:00,Category_3
242,Product_242,22.0,94.11,2023-01-11 01:00:00,Category_3
243,Product_243,40.0,38.78,2023-01-11 02:00:00,Category_1
244,Product_244,21.0,14.99,2023-01-11 03:00:00,Category_5
245,Product_245,92.0,38.25,2023-01-11 04:00:00,Category_1
246,Product_246,85.0,35.53,2023-01-11 05:00:00,Category_2
247,Product_247,5.0,77.41,2023-01-11 06:00:00,Category_5
248,Product_248,51.0,8.45,2023-01-11 07:00:00,Category_3
249,Product_249,47.0,7.55,2023-01-11 08:00:00,Category_2
250,Product_250,,66.51,2023-01-11 09:00:00,Category_1
251,Product_251,98.0,40.97,2023-01-11 10:00:00,Category_2
252,Product_252,77.0,98.12,2023-01-11 11:00:00,Category_5
253,Product_253,33.0,31.29,2023-01-11 12:00:00,Category_4
254,Product_254,97.0,84.23,2023-01-11 13:00:00,Category_3
255,Product_255,92.0,70.64,2023-01-11 14:00:00,Category_2
256,Product_256,61.0,61.46,2023-01-11 15:00:00,Category_5
257,Product_257,81.0,33.88,2023-01-11 16:00:00,Category_3
258,Product_258,3.0,6.39,2023-01-11 17:00:00,Category_5
259,Product_259,42.0,86.6,2023-01-11 18:00:00,Category_5
260,Product_260,2.0,10.44,2023-01-11 19:00:00,Category_2
261,Product_261,72.0,55.76,2023-01-11 20:00:00,Category_3
262,Product_262,70.0,36.51,2023-01-11 21:00:00,Category_3
263,Product_263,23.0,19.24,2023-01-11 22:00:00,Category_1
264,Product_264,38.0,39.52,2023-01-11 23:00:00,Category_3
265,Product_265,30.0,63.26,2023-01-12 00:00:00,Category_5
266,Product_266,73.0,80.01,2023-01-12 01:00:00,Category_3
267,Product_267,38.0,44.32,2023-01-12 02:00:00,Category_4
268,Product_268,9.0,81.06,2023-01-12 03:00:00,Category_3
269,Product_269,10.0,70.17,2023-01-12 04:00:00,Category_2
270,Product_270,51.0,97.26,2023-01-12 05:00:00,Category_3
271,Product_271,51.0,92.04,2023-01-12 06:00:00,Category_2
272,Product_272,38.0,7.79,2023-01-12 07:00:00,Category_4
273,Product_273,87.0,52.59,2023-01-12 08:00:00,Category_5
274,Product_274,23.0,7.6,2023-01-12 09:00:00,Category_3
275,Product_275,95.0,70.36,2023-01-12 10:00:00,Category_3
276,Product_276,82.0,13.63,2023-01-12 11:00:00,Category_1
277,Product_277,84.0,88.47,2023-01-12 12:00:00,Category_2
278,Product_278,82.0,84.28,2023-01-12 13:00:00,Category_4
279,Product_279,37.0,11.66,2023-01-12 14:00:00,Category_4
280,Product_280,5.0,60.19,2023-01-12 15:00:00,Category_5
281,Product_281,80.0,80.51,2023-01-12 16:00:00,Category_1
282,Product_282,6.0,48.74,2023-01-12 17:00:00,Category_5
283,Product_283,73.0,51.09,2023-01-12 18:00:00,Category_1
284,Product_284,3.0,64.6,2023-01-12 19:00:00,Category_2
285,Product_285,88.0,55.85,2023-01-12 20:00:00,Category_3
286,Product_286,53.0,19.65,2023-01-12 21:00:00,Category_2
287,Product_287,80.0,44.78,2023-01-12 22:00:00,Category_5
288,Product_288,6.0,64.68,2023-01-12 23:00:00,Category_2
289,Product_289,71.0,21.3,2023-01-13 00:00:00,Category_3
290,Product_290,16.0,63.91,2023-01-13 01:00:00,Category_5
291,Product_291,47.0,98.97,2023-01-13 02:00:00,Category_1
292,Product_292,30.0,42.93,2023-01-13 03:00:00,Category_2
293,Product_293,96.0,10.67,2023-01-13 04:00:00,Category_3
294,Product_294,68.0,24.36,2023-01-13 05:00:00,Category_4
295,Product_295,20.0,88.17,2023-01-13 06:00:00,Category_3
296,Product_296,24.0,21.05,2023-01-13 07:00:00,Category_5
297,Product_297,17.0,96.57,2023-01-13 08:00:00,Category_3
298,Product_298,20.0,39.38,2023-01-13 09:00:00,Category_5
299,Product_299,70.0,55.97,2023-01-13 10:00:00,Category_2
300,Product_300,,72.85,2023-01-13 11:00:00,Category_2
301,Product_301,65.0,86.09,2023-01-13 12:00:00,Category_1
302,Product_302,76.0,15.11,2023-01-13 13:00:00,Category_5
303,Product_303,37.0,40.86,2023-01-13 14:00:00,Category_1
304,Product_304,95.0,49.8,2023-01-13 15:00:00,Category_4
305,Product_305,1.0,87.49,2023-01-13 16:00:00,Category_1
306,Product_306,47.0,46.52,2023-01-13 17:00:00,Category_1
307,Product_307,16.0,73.32,2023-01-13 18:00:00,Category_2
308,Product_308,63.0,15.3,2023-01-13 19:00:00,Category_1
309,Product_309,88.0,77.16,2023-01-13 20:00:00,Category_5
310,Product_310,77.0,69.69,2023-01-13 21:00:00,Category_2
311,Product_311,21.0,86.53,2023-01-13 22:00:00,Category_3
312,Product_312,83.0,35.63,2023-01-13 23:00:00,Category_3
313,Product_313,24.0,86.45,2023-01-14 00:00:00,Category_1
314,Product_314,9.0,46.32,2023-01-14 01:00:00,Category_5
315,Product_315,65.0,22.96,2023-01-14 02:00:00,Category_4
316,Product_316,29.0,99.81,2023-01-14 03:00:00,Category_1
317,Product_317,47.0,27.45,2023-01-14 04:00:00,Category_4
318,Product_318,52.0,13.33,2023-01-14 05:00:00,Category_1
319,Product_319,49.0,41.74,2023-01-14 06:00:00,Category_5
320,Product_320,56.0,5.78,2023-01-14 07:00:00,Category_2
321,Product_321,31.0,11.82,2023-01-14 08:00:00,Category_1
322,Product_322,5.0,66.29,2023-01-14 09:00:00,Category_1
323,Product_323,84.0,40.09,2023-01-14 10:00:00,Category_4
324,Product_324,99.0,55.42,2023-01-14 11:00:00,Category_2
325,Product_325,73.0,14.41,2023-01-14 12:00:00,Category_4
326,Product_326,26.0,23.91,2023-01-14 13:00:00,Category_5
327,Product_327,51.0,67.05,2023-01-14 14:00:00,Category_2
328,Product_328,6.0,12.92,2023-01-14 15:00:00,Category_2
329,Product_329,98.0,70.93,2023-01-14 16:00:00,Category_4
330,Product_330,98.0,51.62,2023-01-14 17:00:00,Category_1
331,Product_331,58.0,49.3,2023-01-14 18:00:00,Category_2
332,Product_332,92.0,25.42,2023-01-14 19:00:00,Category_1
333,Product_333,23.0,47.01,2023-01-14 20:00:00,Category_5
334,Product_334,6.0,55.99,2023-01-14 21:00:00,Category_3
335,Product_335,52.0,5.7,2023-01-14 22:00:00,Category_4
336,Product_336,15.0,30.44,2023-01-14 23:00:00,Category_5
337,Product_337,76.0,28.88,2023-01-15 00:00:00,Category_1
338,Product_338,7.0,86.44,2023-01-15 01:00:00,Category_3
339,Product_339,53.0,35.42,2023-01-15 02:00:00,Category_5
340,Product_340,96.0,76.13,2023-01-15 03:00:00,Category_4
341,Product_341,29.0,51.13,2023-01-15 04:00:00,Category_5
342,Product_342,39.0,30.88,2023-01-15 05:00:00,Category_1
343,Product_343,55.0,92.65,2023-01-15 06:00:00,Category_3
344,Product_344,5.0,73.93,2023-01-15 07:00:00,Category_4
345,Product_345,78.0,16.34,2023-01-15 08:00:00,Category_1
346,Product_346,49.0,60.43,2023-01-15 09:00:00,Category_5
347,Product_347,31.0,16.73,2023-01-15 10:00:00,Category_5
348,Product_348,24.0,81.48,2023-01-15 11:00:00,Category_4
349,Product_349,65.0,98.14,2023-01-15 12:00:00,Category_4
350,Product_350,,8.9,2023-01-15 13:00:00,Category_4
351,Product_351,57.0,95.81,2023-01-15 14:00:00,Category_3
352,Product_352,57.0,78.77,2023-01-15 15:00:00,Category_4
353,Product_353,39.0,28.83,2023-01-15 16:00:00,Category_2
354,Product_354,89.0,86.28,2023-01-15 17:00:00,Category_1
355,Product_355,94.0,78.0,2023-01-15 18:00:00,Category_2
356,Product_356,59.0,5.64,2023-01-15 19:00:00,Category_1
357,Product_357,1.0,18.18,2023-01-15 20:00:00,Category_3
358,Product_358,47.0,59.19,2023-01-15 21:00:00,Category_2
359,Product_359,26.0,96.49,2023-01-15 22:00:00,Category_4
360,Product_360,51.0,15.57,2023-01-15 23:00:00,Category_4
361,Product_361,18.0,93.25,2023-01-16 00:00:00,Category_5
362,Product_362,58.0,50.27,2023-01-16 01:00:00,Category_5
363,Product_363,11.0,68.33,2023-01-16 02:00:00,Category_2
364,Product_364,88.0,49.14,2023-01-16 03:00:00,Category_1
365,Product_365,41.0,78.97,2023-01-16 04:00:00,Category_3
366,Product_366,49.0,90.79,2023-01-16 05:00:00,Category_4
367,Product_367,88.0,52.18,2023-01-16 06:00:00,Category_4
368,Product_368,10.0,84.55,2023-01-16 07:00:00,Category_2
369,Product_369,27.0,43.03,2023-01-16 08:00:00,Category_4
370,Product_370,70.0,76.99,2023-01-16 09:00:00,Category_5
371,Product_371,90.0,12.89,2023-01-16 10:00:00,Category_3
372,Product_372,63.0,81.39,2023-01-16 11:00:00,Category_2
373,Product_373,45.0,67.7,2023-01-16 12:00:00,Category_2
374,Product_374,19.0,46.55,2023-01-16 13:00:00,Category_3
375,Product_375,45.0,59.91,2023-01-16 14:00:00,Category_4
376,Product_376,46.0,21.29,2023-01-16 15:00:00,Category_4
377,Product_377,28.0,59.4,2023-01-16 16:00:00,Category_3
378,Product_378,57.0,84.72,2023-01-16 17:00:00,Category_1
379,Product_379,8.0,75.08,2023-01-16 18:00:00,Category_2
380,Product_380,11.0,92.84,2023-01-16 19:00:00,Category_1
381,Product_381,34.0,15.58,2023-01-16 20:00:00,Category_1
382,Product_382,42.0,98.05,2023-01-16 21:00:00,Category_5
383,Product_383,77.0,24.64,2023-01-16 22:00:00,Category_2
384,Product_384,93.0,28.54,2023-01-16 23:00:00,Category_4
385,Product_385,91.0,28.7,2023-01-17 00:00:00,Category_1
386,Product_386,22.0,19.25,2023-01-17 01:00:00,Category_2
387,Product_387,75.0,16.08,2023-01-17 02:00:00,Category_2
388,Product_388,37.0,65.09,2023-01-17 03:00:00,Category_5
389,Product_389,12.0,27.68,2023-01-17 04:00:00,Category_1
390,Product_390,83.0,70.05,2023-01-17 05:00:00,Category_5
391,Product_391,51.0,50.15,2023-01-17 06:00:00,Category_1
392,Product_392,84.0,61.89,2023-01-17 07:00:00,Category_3
393,Product_393,73.0,38.54,2023-01-17 08:00:00,Category_2
394,Product_394,6.0,88.27,2023-01-17 09:00:00,Category_1
395,Product_395,70.0,66.17,2023-01-17 10:00:00,Category_1
396,Product_396,87.0,22.19,2023-01-17 11:00:00,Category_2
397,Product_397,82.0,82.63,2023-01-17 12:00:00,Category_1
398,Product_398,56.0,53.38,2023-01-17 13:00:00,Category_2
399,Product_399,2.0,99.85,2023-01-17 14:00:00,Category_1
400,Product_400,,70.47,2023-01-17 15:00:00,Category_2
401,Product_401,21.0,97.41,2023-01-17 16:00:00,Category_3
402,Product_402,8.0,17.06,2023-01-17 17:00:00,Category_4
403,Product_403,7.0,11.09,2023-01-17 18:00:00,Category_5
404,Product_404,9.0,51.29,2023-01-17 19:00:00,Category_3
405,Product_405,16.0,32.09,2023-01-17 20:00:00,Category_4
406,Product_406,46.0,30.9,2023-01-17 21:00:00,Category_5
407,Product_407,73.0,7.7,2023-01-17 22:00:00,Category_3
408,Product_408,68.0,54.59,2023-01-17 23:00:00,Category_1
409,Product_409,72.0,35.18,2023-01-18 00:00:00,Category_3
410,Product_410,44.0,85.45,2023-01-18 01:00:00,Category_1
411,Product_411,94.0,17.48,2023-01-18 02:00:00,Category_2
412,Product_412,11.0,99.76,2023-01-18 03:00:00,Category_1
413,Product_413,14.0,58.21,2023-01-18 04:00:00,Category_4
414,Product_414,33.0,24.65,2023-01-18 05:00:00,Category_4
415,Product_415,3.0,24.34,2023-01-18 06:00:00,Category_5
416,Product_416,77.0,52.31,2023-01-18 07:00:00,Category_3
417,Product_417,70.0,65.85,2023-01-18 08:00:00,Category_3
418,Product_418,87.0,25.21,2023-01-18 09:00:00,Category_5
419,Product_419,42.0,66.36,2023-01-18 10:00:00,Category_4
420,Product_420,79.0,90.21,2023-01-18 11:00:00,Category_2
421,Product_421,23.0,96.45,2023-01-18 12:00:00,Category_5
422,Product_422,21.0,69.05,2023-01-18 13:00:00,Category_5
423,Product_423,45.0,93.42,2023-01-18 14:00:00,Category_5
424,Product_424,82.0,42.81,2023-01-18 15:00:00,Category_1
